id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31407123,The best location of Istanbul.,235245124,Serdar Semih,,Uskudar,41.022,29.01897,Private room,145,1,2,2019-04-25,0.06,1,49,0,
31407959,Modern Central Apartment Floor with Bosphorus View,140601809,Kayahan,,Besiktas,41.05352,29.0019,Entire home/apt,525,150,2,2019-05-29,0.08,1,82,0,
31410627,Next to Koc University WestCampus,198125418,Altan,,Sariyer,41.19746,29.04947,Entire home/apt,277,7,8,2021-10-01,1.12,1,102,6,
31424720,NurTopkapi real estate & NorsinTourizim tour....,235207747,Nur,,Beylikduzu,41.01224,28.64138,Entire home/apt,1200,1,0,,,1,365,0,
31430184,live with enough at the city centre,154162164,Sena,,Sisli,41.0604,28.97919,Entire home/apt,350,2,0,,,1,88,0,
31432572,modernly decorated room in center of taxsim,235164628,Adem,,Beyoglu,41.03788,28.98296,Private room,333,1,0,,,2,90,0,
31433463,Terrace Dublex with Sea View @Most Attractive Area,34732438,Sev,,Kadikoy,40.98661,29.02518,Entire home/apt,1250,2,35,2021-08-16,1.05,3,97,8,
31437233,IN THE VERY CITY CENTER TAKSIM & GALATA,235449457,Ozan,,Beyoglu,41.02749,28.97725,Entire home/apt,302,2,13,2021-09-22,5.91,1,176,5,
31437844,Inqlusif Hotel @Galata The Blue Room,235483002,Michel,,Beyoglu,41.02687,28.97365,Hotel room,878,1,0,,,6,362,0,
31438022,Deluxe Office & Suit,190120214,Mephisto,,Besiktas,41.04299,29.00405,Entire home/apt,534,30,0,,,1,213,0,
31439604,"small,  modern house with cozy cafes around...",632020,Cem,,Uskudar,41.02928,29.03793,Entire home/apt,501,15,0,,,1,333,0,
31440085,Şişli de merkezi konumda 2+1 eşyalı daire,235501440,Eda,,Sisli,41.06263,28.98556,Entire home/apt,350,10,0,,,1,363,0,
31454440,Inqlusif Hotel @ Galata The Orange Room,235483002,Michel,,Beyoglu,41.02667,28.97351,Hotel room,655,1,0,,,6,269,0,
31454473,Inqlusif Hotel @Galata The Purple Room,235483002,Michel,,Beyoglu,41.02674,28.97338,Hotel room,655,1,0,,,6,269,0,
31454504,Inqlusif Hotel @Galata The Red Room,235483002,Michel,,Beyoglu,41.02676,28.97449,Hotel room,655,1,0,,,6,270,0,
31454546,Inqlusif Hotel @Galata The Yellow Room,235483002,Michel,,Beyoglu,41.02637,28.97481,Hotel room,878,1,0,,,6,269,0,
31454562,Inqlusif Hotel @Galata The Green Room,235483002,Michel,,Beyoglu,41.02758,28.97369,Hotel room,989,1,0,,,6,179,0,
31458109,FAMILY ROOM,121824330,Ramazan,,Fatih,41.01258,28.97476,Private room,379,1,0,,,6,356,0,
31459205,Üsküdar daire,235660000,Reagan,,Uskudar,41.01645,29.02226,Entire home/apt,195,365,0,,,1,365,0,
31461083,Galata Fourth Floor Apartment,17709337,Ali,,Beyoglu,41.02739,28.97692,Entire home/apt,445,7,17,2019-12-31,0.55,6,320,6,
31479306,Ayşe's cosy place,235842512,Ayşe,,Kagithane,41.09835,28.99556,Private room,90,1,0,,,1,89,0,
31480876,Gemütliche Dachgeschoss-Wohnung mit Terrasse,144261353,Theresa,,Atasehir,40.99336,29.08249,Entire home/apt,258,3,51,2020-01-21,1.60,1,170,13,
31481650,Century-old Taksim flat,212459320,Doğukan,,Beyoglu,41.03669,28.97523,Entire home/apt,351,25,8,2019-12-12,0.33,1,38,2,
31482026,Awesome 2+1 apartments in Istanbul nice district,213157136,Ghassan,,Sariyer,41.17732,29.06496,Entire home/apt,1150,3,0,,,67,181,0,
31482667,Great Room in a Very Central Unique Flat,1778526,Billur,,Sisli,41.05064,28.98421,Private room,267,2,0,,,2,93,0,
31482696,a magical location in the heart of Istanbul,7588677,Erhan,,Beyoglu,41.03495,28.9832,Entire home/apt,309,1,89,2021-09-10,3.26,5,339,41,
31484600,Standard Double Oda - Alzer Hotel,44233627,Zehra,,Fatih,41.00619,28.97343,Hotel room,5419,1,0,,,5,360,0,
31484658,Corner Suite - Alzer Hotel,44233627,Zehra,,Fatih,41.00448,28.97465,Hotel room,9634,1,0,,,5,345,0,
31484668,Aile Odasi - Alzer Hotel,44233627,Zehra,,Fatih,41.00659,28.97347,Hotel room,5784,1,0,,,5,348,0,
31484687,Exclusive Suite - Alzer Hotel,44233627,Zehra,,Fatih,41.00651,28.9756,Hotel room,15034,1,0,,,5,356,0,
31484717,Pasha Suite - Alzer Hotel,44233627,Zehra,,Fatih,41.00634,28.97535,Hotel room,14681,1,0,,,5,316,0,
31486435,Ataşehir,235894250,Günay,,Atasehir,40.98783,29.14484,Entire home/apt,250,1,0,,,1,364,0,
31488791,Cozy apartment in Galata w/a view,226045385,Saadet,,Beyoglu,41.02582,28.97425,Entire home/apt,556,28,0,,,2,10,0,
31493928,Private room in the center of Istanbul/Beyoğlu,235957405,Mesut,,Beyoglu,41.03175,28.98221,Private room,278,1,5,2019-02-04,0.15,1,90,0,
31494626,Уютный домик,8602323,Lali,,Beyoglu,41.03999,28.98109,Entire home/apt,285,14,7,2019-09-02,0.26,5,361,0,
31505835,2 BDR DELUXE APARTMENT IN TAKSIM,1902404,Property Management,,Sisli,41.04381,28.983,Entire home/apt,948,1,4,2021-07-15,0.19,21,358,1,
31505864,ONE BEDROOM APARTMENT IN TAKSIM,1902404,Property Management,,Sisli,41.04315,28.98253,Entire home/apt,1105,1,0,,,21,365,0,
31506091,Küçük temiz Tatlı Bir ev Bekleriz,60006485,Mehmet Veysi,,Fatih,41.0057,28.97133,Entire home/apt,3475,1,5,2019-04-20,0.21,6,365,0,
31507104,Küçük sakin temiz ve tatlı bir yer Bekleriz ),60006485,Mehmet Veysi,,Fatih,41.00479,28.96986,Entire home/apt,2227,1,2,2019-02-06,0.06,6,365,0,
31509280,Home Sweet Home,236090453,Mehmet,,Sisli,41.04659,28.986,Hotel room,1500,1,1,2019-01-18,0.03,1,90,0,
31510476,Taksim Standart Double Room,236100063,Çayan,,Beyoglu,41.03386,28.97889,Entire home/apt,364,1,14,2019-04-01,2.84,10,356,10,
31513319,Taksim Aparts Roncalli,236128196,Yusuf,,Sisli,41.04473,28.98608,Private room,390,2,0,,,3,365,0,
31525753,Mara Home Double And Single Private Room,236100063,Çayan,,Beyoglu,41.03386,28.97876,Entire home/apt,354,1,1,2019-05-01,0.03,10,365,0,
31546508,Green Home in lively and quiet Moda,890139,Ece,,Kadikoy,40.98543,29.02299,Private room,238,1,29,2021-09-21,1.02,1,0,8,
31554797,Spacious and Bright Three Bedroom Apartment 108,10214794,Neslihan,,Beyoglu,41.02794,28.97598,Entire home/apt,833,2,31,2021-07-31,0.96,10,310,7,
31563091,Tuzla Lobide Mükemmel ev,235507916,Ramazan,,Tuzla,40.86014,29.34435,Shared room,250,1,0,,,1,365,0,
31576506,Cozy Appartments in Sisli Nisantasi,206624298,Firez,,Sisli,41.04877,28.98665,Entire home/apt,595,1,1,2020-10-27,0.08,20,364,0,
31587077,Standard Double Room with Street view,87012139,Celal,,Fatih,41.0036,28.97385,Private room,362,1,0,,,6,365,0,
31587907,Connection Room with Sea view,87012139,Celal,,Fatih,41.00327,28.974,Private room,1427,1,0,,,6,365,0,
31588317,Taksim Mara Hotel Twin Bed II,236100063,Çayan,,Beyoglu,41.03386,28.97889,Entire home/apt,354,1,2,2019-09-14,0.41,10,365,1,
31589026,Kalamis Marina Roof- Kadikoy,30414920,Ebru,,Kadikoy,40.98427,29.03818,Entire home/apt,835,1,13,2021-07-06,2.65,2,212,7,
31604247,Studio Apartment w. Garden Access in Galata (A4),6735146,Noa,,Beyoglu,41.02554,28.97681,Entire home/apt,844,3,12,2021-09-30,2.42,20,331,10,
31605987,TAKSİM OF THE CİTY,196821284,Yüksel,,Sisli,41.04418,28.98355,Entire home/apt,350,3,68,2021-05-10,2.07,4,353,18,
31610522,Yildirim city home's 1,204823431,Halil,,Beyoglu,41.03392,28.98316,Entire home/apt,279,3,83,2021-10-01,2.48,5,319,30,
31610943,* Galata Tower and Sea View Apartment *  S-House,196309011,Seda,,Beyoglu,41.02549,28.97434,Entire home/apt,797,3,113,2021-10-01,3.40,2,313,33,
31611229,Çift Kişilik Oda | Büyükada Princess Hotel,98759218,Dilek,,Adalar,40.87313,29.12944,Hotel room,564,1,6,2020-08-16,0.24,2,359,2,
31611565,Superior oda | Büyükada Princess Hotel,98759218,Dilek,,Adalar,40.8734,29.12738,Hotel room,764,1,1,2021-04-11,0.15,2,356,1,
31616575,Original İstanbul House Home & Office,235767883,Derin,,Beyoglu,41.02959,28.97598,Entire home/apt,378,10,10,2019-11-04,5.26,1,17,3,
31617310,"Apt,walking distance to Istiklal Street",237022068,Ensar,,Beyoglu,41.03496,28.97347,Entire home/apt,421,2,7,2019-09-28,0.23,1,180,0,
31617970,"Sea view apartment(Jacuzzi, pool,Gym) for families",237019967,Serag,,Esenyurt,41.03051,28.68524,Entire home/apt,431,2,0,,,1,66,0,
31618384,Duplex with Golden Horn view,23037290,Ömer,,Beyoglu,41.03645,28.97097,Entire home/apt,664,5,61,2021-06-25,2.19,4,148,21,
31628469,Eco Basement 1 BR Apartment,235848349,Gamze & Can,,Fatih,41.0027,28.9761,Entire home/apt,375,1,40,2021-10-17,1.19,5,356,11,
31629645,Tüyap Fuar Merkezine Yakın Daire,195615900,Murat,,Esenyurt,41.02665,28.62701,Entire home/apt,400,1,2,2019-09-07,0.09,6,364,0,
31629663,ROYAL TOPHANE HOTEL,237140663,Onur,,Beyoglu,41.02497,28.98041,Private room,500,1,18,2021-09-26,0.56,1,321,17,
31631381,Superior double apartment in Harbiye Nisantasi,206624298,Firez,,Sisli,41.04907,28.9867,Entire home/apt,468,1,23,2021-08-17,0.89,20,365,14,
31632259,Cozy Studio Sea View with Balcony,235848349,Gamze & Can,,Fatih,41.00239,28.97728,Entire home/apt,412,1,73,2021-09-05,2.16,5,336,15,
31633673,Central Standard Apartment,235848349,Gamze & Can,,Fatih,41.00408,28.977,Entire home/apt,390,1,33,2019-08-04,0.98,5,355,8,
31636314,Modern Space with complete facilities,121424519,Rowena,,Kartal,40.89786,29.20172,Entire home/apt,902,2,0,,,2,363,0,
31638160,Acbadem Cad. Modern Geniş/Entire design Apartment,92234288,Baris,,Kadikoy,40.99542,29.03509,Entire home/apt,440,3,30,2019-09-22,0.90,1,85,6,
31643250,Bunk beds in student house,227296957,Abdullah,,Fatih,41.02055,28.93269,Shared room,250,1,3,2019-07-13,0.11,1,90,0,
31645398,1+1  Residence with security in the city center,107164866,Can,,Sisli,41.11628,29.00813,Entire home/apt,610,2,10,2021-08-31,0.32,1,0,2,
31653067,Tüyap Fuar Merkezine Yakın Daire,195615900,Murat,,Esenyurt,41.02491,28.627,Entire home/apt,350,1,0,,,6,179,0,
31657171,ADAMS APARTMENT 1+0 STUDİO HOUSE 01 in Taksim,237357713,Boss,,Beyoglu,41.03968,28.97895,Private room,1000,1,16,2020-10-10,0.62,5,207,0,
31658180,Cozy and Central Executive Apartment,235848349,Gamze & Can,,Fatih,41.00409,28.97613,Entire home/apt,445,1,31,2019-07-31,0.95,5,352,4,
31663755,Clean&Save SUBWAY  walk 4min -  (women only) 2,212208497,Hakan,,Umraniye,41.021343,29.113325,Private room,100,1,6,2020-08-05,2.09,2,334,2,
31668807,"Center of Fatih,Good Location ,Good transportation",135842285,Doruk,,Fatih,41.02163,28.94124,Entire home/apt,300,3,14,2019-04-30,0.45,1,364,0,
31680116,🌍 LİVEHOSPİTAL•5min walk•Nicesee wiew•Y•SuitApart,25177287,Aysın,,Besiktas,41.05256,29.02709,Entire home/apt,358,15,5,2021-08-23,0.16,10,363,1,
31680867,Kadıköy in best center special room,237556839,Alp,,Kadikoy,40.9914,29.03032,Private room,90,5,0,,,1,365,0,
31684356,Sweet home near to airport,143008338,Tolga,,Bakirkoy,40.95801,28.83067,Private room,192,1,0,,,1,89,0,
31685495,"Şehir Merkezinde, özel alan isteyenler için",230298062,Filiz,,Sisli,41.05811,28.98582,Entire home/apt,791,2,20,2021-08-02,0.70,1,173,5,
31687953,Cozy & Sweet  House in Cihangir-Near to ISTIKLAL,237616777,Umut Özgün,,Beyoglu,41.03186,28.98349,Entire home/apt,1012,3,70,2021-01-01,2.69,27,148,8,
31688691,Luxury 2 bedroom apartment in sisli mecedeyehkoy,213157136,Ghassan,,Kagithane,41.08319,28.98697,Entire home/apt,1150,3,1,2019-08-11,0.04,67,365,0,
31698812,Loft apartment in the heart  of Beyoğlu,43418356,Özra,,Beyoglu,41.02926,28.97297,Entire home/apt,470,1,65,2021-09-08,2.11,4,104,23,
31700410,King Room,4339636,Neva,,Beyoglu,41.03261,28.97919,Hotel room,767,1,22,2021-10-20,1.74,15,356,19,
31700765,Deluxe Room 12,4339636,Neva,,Beyoglu,41.03107,28.97942,Hotel room,611,1,0,,,15,352,0,
31700912,Premium Room 15,4339636,Neva,,Beyoglu,41.03228,28.97989,Hotel room,701,1,7,2020-10-25,0.53,15,338,5,
31701008,Premium Room 13,4339636,Neva,,Beyoglu,41.03016,28.97802,Hotel room,717,1,2,2021-05-16,0.18,15,359,2,
31701119,Deluxe Room 11,4339636,Neva,,Beyoglu,41.03105,28.97827,Hotel room,602,1,5,2021-08-31,0.35,15,360,4,
31701427,Deluxe Room 10,4339636,Neva,,Beyoglu,41.03166,28.97829,Hotel room,602,1,4,2021-10-02,0.27,15,359,2,
31701714,Premium Room 14,4339636,Neva,,Beyoglu,41.0306,28.97982,Hotel room,717,1,0,,,15,356,0,
31704007,Private and big room in 4. Levent,237780356,Enes Mustafa,,Kagithane,41.09176,28.99787,Private room,170,1,1,2019-04-27,0.03,1,364,0,
31704413,Cosy & chick apartment in central Moda / Kadikoy,10212377,Zeynep,,Kadikoy,40.9866,29.0238,Entire home/apt,445,1,17,2020-01-10,0.53,1,147,1,
31722579,Discover Istanbul from its heart,227930877,Teoman,,Bayrampasa,41.03042,28.89727,Entire home/apt,390,2,4,2019-07-22,0.15,1,365,0,
31723543,"Bright, Well Located Flat (Shared) in Cihangir",237639090,Deniz,,Beyoglu,41.02788,28.9832,Private room,288,2,4,2021-08-19,0.18,1,179,1,
31726036,Luxury One-bedroom Apartment 01 in Taksim,237984645,Leylak Suite,,Sisli,41.04263,28.98335,Entire home/apt,1025,1,8,2019-03-17,0.24,15,86,0,
31726419,Beautiful room in Istanbul's Historical Area,130843512,Le Petit Palace,,Fatih,41.01305,28.97695,Private room,668,1,9,2021-09-17,0.28,4,352,3,
31727360,Historical Galata Flat&2BR&Terrace,18243275,Gözde  &  İsmail,,Beyoglu,41.024391,28.974699,Entire home/apt,646,3,25,2021-08-22,2.46,1,166,23,
31728113,"Cityloft 161, Sea View Suite / Ataşehir",110769021,Cityloft,,Atasehir,40.97568,29.14849,Hotel room,274,1,63,2019-05-30,1.92,29,0,18,
31728231,Cihangir’de Mütavazi Daire,213274883,Neslihan,,Beyoglu,41.03106,28.98676,Entire home/apt,556,1,0,,,2,179,0,
31728789,Cosy room in the central of Istanbul,238005939,Yiğitcan,,Kadikoy,40.98791,29.04564,Private room,100,2,0,,,1,88,0,
31731184,Spectacular Sea View in Uskudar,3876588,Ali,,Uskudar,41.0131,29.01234,Entire home/apt,379,3,53,2021-01-20,1.88,1,336,5,
31734914,LUXERY FLAT İN TAKSİM-CİHANGİR & PRİVATE TERRACE,105717122,Betül,,Beyoglu,41.0284,28.98025,Shared room,360,1,11,2019-08-12,0.34,2,364,1,
31738986,Eco Central Apartment 1BR,235848349,Gamze & Can,,Fatih,41.00256,28.97616,Entire home/apt,398,1,13,2019-11-12,0.41,5,355,4,
31750470,One bedroom Suite Taksim,1902404,Property Management,,Sisli,41.04148,28.98221,Entire home/apt,1105,1,2,2021-08-07,0.13,21,365,1,
31750851,The little room,238104857,Maroua,,Sisli,41.0604,28.99487,Private room,600,1,1,2019-01-25,0.03,1,365,0,
31752029,Charming 3 bed/2bath Duplex Bosphorus Views! #53,21636586,VNG Property,,Besiktas,41.06284,29.03734,Entire home/apt,916,3,51,2020-10-29,1.62,71,347,11,
31756582,Sabiha Gokcen Airport is only 5 minutes away,238112210,Metin,,Pendik,40.913,29.30859,Private room,300,1,2,2020-07-06,0.07,1,181,0,
31772760,Luxury One-bedroom Apartment 02 in Taksim,237984645,Leylak Suite,,Sisli,41.04263,28.98335,Entire home/apt,900,1,1,2019-03-27,0.03,15,55,0,
31772915,Spacious Room in Istanbul's Historic Area,130843512,Le Petit Palace,,Fatih,41.01305,28.97695,Private room,891,1,0,,,4,270,0,
31773624,3+1 evimiz metrobüse 10 dakika yürüme mesafesi,238207407,Murat,,Esenyurt,41.0109,28.6942,Private room,90,1,0,,,1,90,0,
31776184,Luxury One-bedroom Apartment 03 in Taksim,237984645,Leylak Suite,,Sisli,41.04281,28.98333,Entire home/apt,1040,1,1,2019-07-03,0.04,15,59,0,
31776270,Eşyalı daire,185224988,Müslüm,,Bahcelievler,41.00261,28.83979,Entire home/apt,1114,2,0,,,2,177,0,
31777319,One of the Main center of İstanbul,9110609,Tibet,,Besiktas,41.0761,29.02258,Entire home/apt,305,6,22,2021-08-02,0.87,1,154,11,
31777492,Terrace Apartment with 360° Sea and Old City View,128093488,Enes,,Beyoglu,41.02957,28.98162,Entire home/apt,1177,2,10,2021-09-22,1.48,6,58,10,
31789006,5Min.Walk to Metro!Center of Etiler.4th floor150m2,234401694,Can,,Besiktas,41.08637,29.03768,Entire home/apt,350,3,7,2019-04-08,0.26,1,88,0,
31791078,Cozy Designer Suite in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.02527,28.97083,Private room,508,1,50,2020-10-10,1.54,11,175,9,
31793679,Cozy Designer Suite in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.02589,28.97095,Private room,508,1,78,2021-09-11,2.37,11,163,30,
31794915,SİNGLE OR DOUBLE ROOM,148393842,Muro,,Fatih,41.00582,28.96765,Private room,491,7,0,,,10,362,0,
31798948,The Peaceful Flat at The Heart of the City,246885,Vildan,,Beyoglu,41.03036,28.98254,Entire home/apt,671,6,19,2021-07-23,0.71,3,163,8,
31799667,Cozy Designer Suite in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.02749,28.97118,Private room,494,1,98,2020-11-09,2.92,11,168,13,
31800824,Hip Design Suite in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.02696,28.9712,Private room,542,1,84,2021-01-27,2.69,11,159,20,
31801225,Hip Design Suite in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.02607,28.97261,Private room,535,1,86,2020-10-24,2.61,11,165,37,
31801680,Posh Design Studio in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.02736,28.97218,Private room,549,1,79,2021-06-12,2.37,11,174,24,
31802291,Posh Design Studio in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.02657,28.97284,Private room,461,1,88,2021-08-26,2.67,11,164,36,
31811824,Deluxe Room with istiklal Avenue View,120222263,Mr. CAS,,Beyoglu,41.03348,28.97707,Private room,1346,1,0,,,11,355,0,
31811939,Vintage Courtyard,120222263,Mr. CAS,,Beyoglu,41.03357,28.97897,Private room,757,1,1,2019-04-19,0.03,11,117,0,
31812027,Premier Room with Garden View,120222263,Mr. CAS,,Beyoglu,41.03289,28.97695,Private room,1562,1,1,2020-11-07,0.08,11,356,1,
31812117,Junior Suite with Istiklal Avenue View,120222263,Mr. CAS,,Beyoglu,41.03288,28.97787,Private room,2078,1,0,,,11,356,0,
31812958,A Cosy city house in Istanbul,11389120,Mustafa Uğur,,Beyoglu,41.03377,28.98881,Entire home/apt,273,1,42,2019-12-25,1.66,1,150,19,
31819664,"new, cosy, closed to metro station, boat piere,",55708220,Esin,,Kadikoy,40.9662,29.09133,Entire home/apt,736,2,23,2020-02-29,0.69,1,359,1,
31829712,Lush Design Studio in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.02722,28.97141,Private room,516,1,105,2021-09-19,3.21,11,165,26,
31831210,Designed Cozy Flat/Golden horn view&Terrace/Netflx,44854507,Dilem,,Fatih,41.03385,28.94562,Entire home/apt,173,2,74,2021-05-17,2.24,2,226,15,
31831588,Nice room for 2 in Kadikoy :),1263570,Tatyana,,Kadikoy,40.97121,29.08562,Private room,222,1,0,,,1,0,0,
31840680,Great and cheap Apt. close to Hagia Sophia and sea,217446075,Seyid Rıza,,Fatih,41.0025,28.9705,Entire home/apt,958,5,5,2019-08-23,0.19,2,313,0,
31844068,İstanbul - The most beautiful city,211003486,Dawid,,Fatih,41.00519,28.96407,Private room,445,2,2,2019-05-26,0.07,9,172,0,
31844291,Lush Design Studio in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.0274,28.97302,Private room,516,1,50,2019-06-07,1.63,11,159,23,
31845058,Lush Design Studio in Heritage Building @ Galata,238218730,Haus Suites,,Beyoglu,41.02712,28.97078,Private room,516,1,121,2021-10-15,3.80,11,141,31,
31845170,Kozy  Ferah,235002106,Nazan,,Kadikoy,40.96927,29.0985,Private room,288,3,0,,,1,363,0,
31845503,Private room,138401097,Houda,,Bakirkoy,40.98654,28.88032,Private room,111,3,27,2019-11-26,0.95,1,347,4,
31846234,Super cozy room with overlooking garden,149978442,Kübra,,Kadikoy,40.99553,29.02533,Private room,100,2,14,2019-09-29,0.55,2,313,4,
31847205,Penthouse w/ Stunning Galata Tower & Old City View,238218730,Haus Suites,,Beyoglu,41.0273,28.97161,Private room,878,1,49,2021-09-07,1.50,11,155,11,
31847661,Cosy Apartment in Cihangir,32219901,Beril,,Beyoglu,41.03183,28.9813,Entire home/apt,218,2,5,2021-09-21,0.44,1,271,5,
31865044,BEAUTIFUL FLAT NEAR BY GALATA TOWER,28375315,Kazim,,Beyoglu,41.02729,28.97445,Entire home/apt,477,1,10,2019-07-21,0.35,2,364,0,
31869120,Luxurious Flat with swimpool by the Seaside,825635,Merve,,Kadikoy,40.95588,29.08349,Entire home/apt,1773,6,2,2021-07-11,0.08,3,365,1,
31870825,Divan Residence,237529446,Jamal,,Bagcilar,41.03344,28.83294,Entire home/apt,380,30,0,,,2,365,0,
31871952,Cozy room in Cihangir Square,8389533,Dilara,,Beyoglu,41.03118,28.98233,Private room,211,2,46,2020-08-17,1.41,1,360,17,
31873277,Residence with pool and gym near to Bağdat street,43198362,Ece,,Kadikoy,40.9747,29.07272,Private room,170,3,0,,,1,363,0,
31878553,Divan Residence,237529446,Jamal,,Bagcilar,41.03325,28.83198,Entire home/apt,380,30,1,2019-02-26,0.03,2,365,0,
31887619,Unique and open to every faith and race.,50469414,Mohamed,,Sisli,41.04249,28.98058,Private room,144,1,0,,,1,364,0,
31889392,(A) Central Location near Kanyon/Özdilek & Metro,161524560,Hassan,,Kagithane,41.07942,29.00647,Entire home/apt,685,3,22,2021-10-21,0.88,3,172,6,
31892681,Central SMART Double Bedroom in Merter/Zeytinburnu,13498153,Ahmed,,Gungoren,41.00792,28.88885,Private room,240,1,2,2019-11-07,0.09,1,178,0,
31902215,"Mecidiyekoy , Gulbag 27.05.2019 LİKE YOUR HOME",195954787,Burak,,Sisli,41.07296,29.00111,Entire home/apt,199,1,2,2019-06-16,0.06,1,0,0,
31912019,Sun Filled Fully Renovated Mid-Century Cihangir,16885461,Simon,,Beyoglu,41.03221,28.98643,Entire home/apt,936,30,22,2021-06-18,11.38,1,311,15,
31913290,Kadıköy - Hasanpaşa,160326200,Merve,,Kadikoy,40.9873,29.04767,Private room,300,3,1,2019-02-11,0.03,1,179,0,
31920313,2 oda 1 salon modern döşeli daire,186871354,Selma,,Uskudar,41.01658,29.05128,Entire home/apt,383,3,25,2021-03-01,0.82,1,348,7,
31924458,A cosy room on the main street,56694537,Hande,,Kadikoy,40.96463,29.08733,Private room,167,1,0,,,1,363,0,
31925521,Kurtuluş merkezde kiralık,239351028,Didem,,Sisli,41.05055,28.98158,Private room,250,1,0,,,1,180,0,
31926632,4 Rooms Apartment in Fatih ► Close to Metro & Tram,17493047,Radwan,,Fatih,41.0123,28.9452,Entire home/apt,477,3,12,2019-09-18,0.38,1,0,0,
31927758,Dudi,239378518,Didem,,Uskudar,41.04378,29.07544,Private room,250,1,0,,,1,135,0,
31937019,Kendi evimin odasını paylaşmak istiyorum,239457633,Murat,,Sisli,41.06148,28.97461,Private room,240,1,0,,,1,179,0,
31942911,MODERNLY DECORATED FLAT IN HISTORICAL BUILDING,238667390,Mevlüt,,Sisli,41.05945,28.98729,Entire home/apt,200,1,18,2019-04-29,0.54,1,36,0,
31950520,Family? Bakirkoy?Clean?Safe?Superhost?Take a look!,200246224,Tuna,,Bakirkoy,40.98809,28.87117,Entire home/apt,589,12,16,2019-11-15,0.54,2,335,5,
31954514,İSTANBUL  FULL EŞYALI  DAİRE  *****BULVAR İSTANBUL,48404784,Demir,,Basaksehir,41.09505,28.77385,Entire home/apt,1893,5,0,,,6,365,0,
31957010,Oda 2,239592683,Okan,,Beyoglu,41.03421,28.98795,Private room,150,1,0,,,2,365,0,
31960422,Artistic House in Kurtulus,239634344,Hayati,,Sisli,41.05167,28.98154,Entire home/apt,175,5,13,2019-08-08,0.42,1,0,0,
31965813,Noble22 Sea & City View Junior Suites,109778119,Duygu,,Beyoglu,41.0329,28.98885,Private room,1573,1,4,2019-04-07,0.16,10,358,0,
31966442,Noble22 City View Junior Suites,109778119,Duygu,,Beyoglu,41.03301,28.98911,Private room,1215,1,4,2020-12-02,0.28,10,361,1,
31974000,Standard Double Room - Avicenna Hotel,166950259,Avicenna,,Fatih,41.004,28.9795,Hotel room,557,1,6,2019-12-24,0.27,5,63,0,
31974015,Standard Twin Room - Avicenna Hotel,166950259,Avicenna,,Fatih,41.004,28.9795,Hotel room,557,1,8,2019-12-08,0.30,5,63,0,
31974042,Elegance Double Room - Avicenna Hotel,166950259,Avicenna,,Fatih,41.004,28.9795,Hotel room,722,1,0,,,5,64,0,
31974054,Elegance Twin Room - Avicenna,166950259,Avicenna,,Fatih,41.004,28.9795,Hotel room,724,1,1,2019-10-12,0.04,5,63,0,
31974241,Deluxe Twin Room With Garden Area - Ground Floor,239728964,Fırat,,Fatih,41.00686,28.97929,Private room,939,1,1,2021-03-16,0.13,3,344,1,
31976341,Deluxe Garden Room With King Size Bed,239728964,Fırat,,Fatih,41.00458,28.98091,Private room,1002,7,0,,,3,332,0,
31976996,Deluxe King Room,239728964,Fırat,,Fatih,41.00572,28.98022,Hotel room,1336,7,0,,,3,365,0,
31981609,Ortaköy Suites,239776405,Ahmet Soner,,Besiktas,41.047718,29.024939,Entire home/apt,1623,1,5,2021-10-10,0.21,2,342,2,
31987163,rahat ve huzurlu,236984403,Funda,,Atasehir,40.98721,29.15079,Entire home/apt,252,1,0,,,1,365,0,
31999564,Roof Suite in The Heart of Sultanahmet,239922212,Faros,,Fatih,41.00792,28.97429,Private room,445,1,0,,,1,364,0,
32000167,Rent a room in Kartal - A family flat,37862035,Selen,,Kartal,40.88707,29.18373,Private room,95,2,0,,,1,365,0,
32000604,Gülbağ Cadde üzeri ev,239925079,Ümran,,Sisli,41.07454,28.99722,Private room,143,3,0,,,1,0,0,
32001476,Minimal Entire Apartment in City Center,12818542,Billur,,Sisli,41.0526,28.98693,Entire home/apt,546,2,0,,,1,363,0,
32002134,Rumours Inn,160949049,Erdal,,Fatih,41.00362,28.97408,Private room,835,1,5,2021-10-12,0.16,3,363,1,
32008854,PRIVATE TERRACE *** 3 ROOM *** TAKSIM,11628655,Özde And Omer,,Beyoglu,41.03412,28.98761,Entire home/apt,562,3,113,2021-09-11,3.55,4,337,28,
